University ID,Program,Specialisations (comma sep),Fee Range,Duration,Avg Salary,Entry Roles (comma sep),Top Companies (comma sep),Internship / Project Type,Career Outcome (1 sentence)
gujarat-universi,BCA,Computer Applications,₹12K – ₹36K,3 Years,₹4 LPA - ₹7 LPA,"Software Tester,Web Developer,IT Support Executive.","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BCA from Gujarat University (Centre for Dist — recognised for corporate hiring.
gujarat-universi,B.Com,General Management,₹12K – ₹12K,3 Years,₹3 LPA - ₹5 LPA,"Junior Accountant,Sales Assistant,Banking","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved B.Com from Gujarat University (Centre for Dist — recognised for corporate hiring.
gujarat-universi,BA,English,₹15K – ₹15K,3 Years (Maximum 6 years),₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BA from Gujarat University (Centre for Dist — recognised for corporate hiring.
gujarat-universi,M.Com,General Management,₹18K – ₹18K,2 Years,₹4.5 LPA - ₹8.5 LPA,"Senior Accountant,Audit Associate,Finance Trainee.","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved M.Com from Gujarat University (Centre for Dist — recognised for corporate hiring.
gujarat-universi,MSc,Mathematics,₹18K – ₹36K,2 Years,₹5 LPA - ₹9 LPA,"Subject Matter Expert,Data Analyst,Research","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MSc from Gujarat University (Centre for Dist — recognised for corporate hiring.
charotar-universi-of-science,MBA,"Marketing Management,Finance,HR Management",₹75K – ₹150K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from CHARUSAT (Charotar University of Sc — recognised for corporate hiring.
charotar-universi-of-science,MCA,General Management,₹75K – ₹150K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MCA from CHARUSAT (Charotar University of Sc — recognised for corporate hiring.
charotar-universi-of-science,BBA,"Marketing,Finance",₹50K – ₹150K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BBA from CHARUSAT (Charotar University of Sc — recognised for corporate hiring.
charotar-universi-of-science,BCA,General Management,₹50K – ₹150K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BCA from CHARUSAT (Charotar University of Sc — recognised for corporate hiring.
gls-universi,MBA,"Finance,Marketing,Human Resource Management,Data Science & AI,International Finance & Accounting (ACCA),Supply Chain & Logistics,Cyber Security,Pharmaceutical Management",₹0.5L – ₹3.0L,2 Yrs,₹5L – ₹14L per annum,"Financial Analyst,Credit Analyst,IB Trainee,Tax Analyst","Google,Amazon,Deloitte,Adobe,Microsoft,PolicyBazaar,Accenture,Kohler,Electrolux,500+ recruiters",Industry project and virtual internship,UGC DEB approved MBA from GLS University (Centre for Distance — recognised for corporate hiring.
gls-universi,BBA,"FinTech & AI,Digital Sciences & Business Management,Logistics & Supply Chain Management,Data Science & AI",₹60K – ₹200K,3 Yrs,₹3L – ₹8L per annum,"FinTech Analyst,Blockchain Trainee,Digital Payments Executive,Banking Tech Trainee","Google,Amazon,Deloitte,Adobe,Microsoft,PolicyBazaar,Accenture,Kohler,Electrolux,500+ recruiters",Industry project and virtual internship,UGC DEB approved BBA from GLS University (Centre for Distance — recognised for corporate hiring.
gls-universi,BCA,"AI & Machine Learning,Cyber Security,Data Science",₹60K – ₹200K,3 Yrs,₹3L – ₹10L per annum,"ML Analyst,Junior Data Scientist,AI Developer Trainee,NLP Engineer Trainee","Google,Amazon,Deloitte,Adobe,Microsoft,PolicyBazaar,Accenture,Kohler,Electrolux,500+ recruiters",Industry project and virtual internship,UGC DEB approved BCA from GLS University (Centre for Distance — recognised for corporate hiring.
gls-universi,B.Com,Applied Finance,₹60K – ₹200K,3 Yrs,₹2.5L – ₹7L per annum,"Accounts Executive,Tax Trainee,Banking Trainee,Audit Trainee","Google,Amazon,Deloitte,Adobe,Microsoft,PolicyBazaar,Accenture,Kohler,Electrolux,500+ recruiters",Industry project and virtual internship,UGC DEB approved B.Com from GLS University (Centre for Distance — recognised for corporate hiring.
maharish-markande-universi,MBA,"Marketing Management,Finance,Human Re",₹140K – ₹140K,2 Years (Maximum 4 years),₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Maharishi Markandeshwar (Deemed to — recognised for corporate hiring.
maharish-markande-universi,MCA,General Management,₹100K – ₹100K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MCA from Maharishi Markandeshwar (Deemed to — recognised for corporate hiring.
maharish-markande-universi,BBA,"General, Digital Marketing, Business Analytics, Ba",₹108K – ₹108K,3 Years (Honours: 4 Years),₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BBA from Maharishi Markandeshwar (Deemed to — recognised for corporate hiring.
maharish-markande-universi,BCA,General Management,₹108K – ₹108K,3 Years (Honours: 4 Years),₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BCA from Maharishi Markandeshwar (Deemed to — recognised for corporate hiring.
maharish-markande-universi,B.Com,"Accounting and Finance,Banking & Finance,Marke",₹0.2L – ₹1.4L,3 Years (Multiple exit options),₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved B.Com from Maharishi Markandeshwar (Deemed to — recognised for corporate hiring.
maharish-markande-universi,MSc,Mathematics,₹70K – ₹70K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MSc from Maharishi Markandeshwar (Deemed to — recognised for corporate hiring.
mizoram-universi,MBA,"Logistics & Supply Chain Management,Big Data Analytics,Marketing Management,Financial Management,Entrepreneurship",₹54K – ₹56K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Mizoram University (MZU) — recognised for corporate hiring.
vivekana-global-universi,MBA,"General Management,Digital Marketing,Retail Management,Fintech,Human Resource Management,Operations Management",₹150K – ₹150K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Vivekananda Global University (VGU — recognised for corporate hiring.
vivekana-global-universi,BBA,"General, Digital Marketing, Retail Management, Fin",₹132K – ₹132K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BBA from Vivekananda Global University (VGU — recognised for corporate hiring.
vivekana-global-universi,BCA,"UX, Data Science, CTIS (Cloud Tech & Info Security",₹132K – ₹132K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BCA from Vivekananda Global University (VGU — recognised for corporate hiring.
vivekana-global-universi,BA,"Economics, Political Science, English, History, Co",₹72K – ₹72K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BA from Vivekananda Global University (VGU — recognised for corporate hiring.
vivekana-global-universi,MSc,Mathematics,₹72K – ₹72K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MSc from Vivekananda Global University (VGU — recognised for corporate hiring.
dr-mgr-educatio-and,MBA,"Human Resource Management,Finance,Marketing Management,Operations Management,Hospital & Healthcare Management,Information Systems",₹40K – ₹160K,2–4 Yrs,₹5L – ₹12L per annum,"HR Executive,IR Executive,Talent Acquisition Trainee","Wipro,Infosys,Deloitte (General university partners)",Industry project and virtual internship,UGC DEB approved MBA from Dr. MGR Educational and Research In — recognised for corporate hiring.
uttaranc-universi,MBA,"Marketing Management,Financial Management,HR Management,Business Analytics,Information Technology (IT),Digital Marketing,International Business,Logistics & Supply Chain Management",₹23K – ₹94K,2 Yrs,₹4L – ₹16L per annum,"Business Analyst,Marketing Executive,HR Executive,Finance Analyst,Digital Marketing Executive,Supply Chain Analyst","Amazon,Accenture,Infosys,TCS,Cognizant,Capgemini,Wipro,ICICI Bank,Citibank,Reliance Retail",Industry project and virtual internship,UGC DEB approved MBA from Uttaranchal University – UU Doon On — recognised for corporate hiring.
uttaranc-universi,MCA,"General (AI,Information Security,Soft Computing,Web Technology in core)",₹23K – ₹94K,2 Yrs,₹4L – ₹14L per annum,"Software Developer,Python Developer,Web Developer,Database Developer","Amazon,Accenture,Infosys,TCS,Cognizant,Capgemini,Wipro,ICICI Bank,Citibank,Reliance Retail",Industry project and virtual internship,UGC DEB approved MCA from Uttaranchal University – UU Doon On — recognised for corporate hiring.
uttaranc-universi,BBA,"Marketing,Finance,Human Resource Management",₹0.2L – ₹1.0L,3 Yrs,₹3L – ₹8L per annum,"Marketing Executive,Sales Trainee,Finance Trainee,HR Trainee,Business Development Trainee","Amazon,Accenture,Infosys,TCS,Cognizant,Capgemini,Wipro,ICICI Bank,Citibank,Reliance Retail",Industry project and virtual internship,UGC DEB approved BBA from Uttaranchal University – UU Doon On — recognised for corporate hiring.
uttaranc-universi,BCA,"General (IoT,Web Dev PHP,Business Intelligence,.NET,Linux,AI foundations)",₹0.2L – ₹1.0L,3 Yrs,₹3L – ₹10L per annum,"Web Developer,Java Developer,Python Developer,Software Tester","Amazon,Accenture,Infosys,TCS,Cognizant,Capgemini,Wipro,ICICI Bank,Citibank,Reliance Retail",Industry project and virtual internship,UGC DEB approved BCA from Uttaranchal University – UU Doon On — recognised for corporate hiring.
uttaranc-universi,BA,"General – Sociology,Economics,Psychology,Political Science,Public Speaking",₹0.1L – ₹0.7L,3 Yrs,₹2.5L – ₹6L per annum,"Content Writer,Research Assistant,Social Worker,Counsellor Trainee,Government exam aspirant","Amazon,Accenture,Infosys,TCS,Cognizant,Capgemini,Wipro,ICICI Bank,Citibank,Reliance Retail",Industry project and virtual internship,UGC DEB approved BA from Uttaranchal University – UU Doon On — recognised for corporate hiring.
andhra-universi,MBA,"Marketing,Finance,Human Resource Management",₹14K – ₹62K,2 Yrs,₹4L – ₹14L per annum,"Marketing Executive,Brand Trainee,Sales Trainee,Market Research Analyst","Capgemini,GMR Group,LIC of India,Public Sector Undertakings (PSUs),Amazon,TCS,Infosys,Wipro,HCL,Tech Mahindra",Industry project and virtual internship,UGC DEB approved MBA from Andhra University – Online AUSDE (a — recognised for corporate hiring.
andhra-universi,MCA,"General (Data Warehousing & Mining,Web Technologies,Networking,Elective-based)",₹14K – ₹62K,2 Yrs,₹3.5L – ₹10L per annum,"Software Developer,Web Developer,Database Developer,Systems Programmer","Capgemini,GMR Group,LIC of India,Public Sector Undertakings (PSUs),Amazon,TCS,Infosys,Wipro,HCL,Tech Mahindra",Industry project and virtual internship,UGC DEB approved MCA from Andhra University – Online AUSDE (a — recognised for corporate hiring.
andhra-universi,MA,Sociology,"₹30,000 total",2 Years (4 Semesters),₹3.5L – ₹6L per annum,"Social Worker,NGO Manager,Research Analyst,Community Development Officer,Academic Researcher","NGOs,Government Organisations,Research Institutes,Educational Institutions",Dissertation Project (Semester 4),"UGC DEB approved MA (Sociology) from Andhra University — NIRF #23, NAAC A++. One of India's oldest universities est. 1926."
sgt-universi,MBA,"Finance,Marketing,Human Resource Management,Data Science & AI,International Finance & Accounting (ACCA),Supply Chain & Logistics,Cyber Security,Pharmaceutical Management",₹0.5L – ₹3.0L,2 Yrs,₹5L – ₹14L per annum,"Financial Analyst,Credit Analyst,IB Trainee,Tax Analyst","Google,Amazon,Deloitte,Adobe,Microsoft,PolicyBazaar,Accenture,Kohler,Electrolux,500+ recruiters",Industry project and virtual internship,UGC DEB approved MBA from SGT University (Centre for Distance — recognised for corporate hiring.
sgt-universi,BBA,"FinTech & AI,Digital Sciences & Business Management,Logistics & Supply Chain Management,Data Science & AI",₹60K – ₹200K,3 Yrs,₹3L – ₹8L per annum,"FinTech Analyst,Blockchain Trainee,Digital Payments Executive,Banking Tech Trainee","Google,Amazon,Deloitte,Adobe,Microsoft,PolicyBazaar,Accenture,Kohler,Electrolux,500+ recruiters",Industry project and virtual internship,UGC DEB approved BBA from SGT University (Centre for Distance — recognised for corporate hiring.
